"constituency_name","polling_station_code","polling_station_name","votes_cast","julius_makau_malombe","jonathan_mwangangi_mueke","david_musila","charity_kaluki_ngilu","winner"
"KITUI RURAL","15071035013801","KITAMAA PRIMARY SCHOOL",178,66,17,87,3,"Musila"
"KITUI RURAL","15071035013901","MASOKA PRIMARY SCHOOL",63,54,2,7,0,"Malombe"
"KITUI RURAL","15071035014001","KAVUMBU PRIMARY SCHOOL",59,45,3,9,1,"Malombe"
"KITUI RURAL","15071035014101","KAVISUNI DISPENSARY",136,74,22,38,1,"Malombe"
"KITUI RURAL","15071035101301","SYUASINI PRIMARY SCHOOL",228,172,14,36,3,"Malombe"
"KITUI RURAL","15071035101401","KISASI YOUTH POLYTECHNIC",208,173,5,29,1,"Malombe"
"KITUI RURAL","15071035101901","NGANGANI PRIMARY SCHOOL",366,286,18,55,3,"Malombe"
"KITUI RURAL","15071035101902","NGANGANI PRIMARY SCHOOL",397,330,8,58,1,"Malombe"
"KITUI RURAL","15071035102001","KITUNGATI PRIMARY SCHOOL",366,319,10,35,1,"Malombe"
"KITUI RURAL","15071035102101","WAYANI PRIMARY SCHOOL",201,160,4,33,1,"Malombe"
"KITUI RURAL","15071035102701","SEEKEA PRIMARY SCHOOL.",198,113,25,56,3,"Malombe"
"KITUI RURAL","15071035102901","MUKUNDI PRIMARY SCHOOL.",213,160,17,32,0,"Malombe"
"KITUI RURAL","15071035103001","MANZINI PRIMARY SCHOOL",225,200,3,17,0,"Malombe"
"KITUI RURAL","15071035103601","MISUUNI PRIMARY SCHOOL",237,195,4,33,0,"Malombe"
"KITUI RURAL","15071035103701","KATANGASUA PRIMARY SCHOOL",259,204,13,37,2,"Malombe"
"KITUI RURAL","15071035103702","KATANGASUA PRIMARY SCHOOL",266,216,11,34,2,"Malombe"
"KITUI RURAL","15071035103801","ISOVYA PRIMARY SCHOOL",207,166,4,30,6,"Malombe"
"KITUI RURAL","15071035104001","MAKOLONGO PRIMARY SCHOOL",300,268,5,27,0,"Malombe"
"KITUI RURAL","15071035104101","KIVUUNI PRIMARY SCHOOL",247,217,8,19,1,"Malombe"
"KITUI RURAL","15071035104201","MBITINI PRIMARY SCHOOL.",356,301,7,43,1,"Malombe"
"KITUI RURAL","15071035104202","MBITINI PRIMARY SCHOOL.",349,297,8,38,2,"Malombe"
"KITUI RURAL","15071035104301","MAANGANI PRIMARY SCHOOL",307,246,6,50,3,"Malombe"
"KITUI RURAL","15071035104401","KANZAU SECONDARY SCHOOL",122,98,3,21,0,"Malombe"
"KITUI RURAL","15071035104501","MULUTI PRIMARY SCHOOL",194,161,6,24,1,"Malombe"
"KITUI RURAL","15071035104701","KILAMBA PRIMARY SCHOOL",176,152,5,16,2,"Malombe"
"KITUI RURAL","15071035104801","IKOTAMWITHE PRIMARY SCHOOL",168,152,4,10,2,"Malombe"
"KITUI RURAL","15071035104901","KYAMUSIVI PRIMARY SCHOOL",226,202,2,15,1,"Malombe"
"KITUI RURAL","15071035105001","MBITINI GIRLS SECONDARY SCHOOL",221,196,7,14,2,"Malombe"
"KITUI RURAL","15071035105002","MBITINI GIRLS SECONDARY SCHOOL",221,195,3,19,1,"Malombe"
"KITUI RURAL","15071035105101","MWINZENGI PRIMARY SCHOOL",318,273,4,39,1,"Malombe"
"KITUI RURAL","15071035105201","KANZAU PRIMARY SCHOOL",319,233,17,64,2,"Malombe"
"KITUI RURAL","15071035105301","KAMULU PRIMARY SCHOOL",287,244,7,32,3,"Malombe"
"KITUI RURAL","15071035105401","USANG'A PRIMARY SCHOOL",157,121,9,23,3,"Malombe"
"KITUI RURAL","15071035114201","KWA KASAU PRIMARY SCHOOL",58,47,1,10,0,"Malombe"
"KITUI RURAL","15071035114301","ULUNGU PRIMARY SCHOOL",83,66,4,13,0,"Malombe"
"KITUI RURAL","015071035205601","KANYONYOO MKT",158,100,11,37,4,"Malombe"
"KITUI RURAL","015071035205701","KWA-VONZA PRI SCHOOL",301,176,13,108,3,"Malombe"
"KITUI RURAL","015071035205702","KWA-VONZA PRI SCHOOL",288,148,14,118,2,"Malombe"
"KITUI RURAL","015071035205703","KWA-VONZA PRI SCHOOL",268,154,11,97,4,"Malombe"
"KITUI RURAL","015071035205801","TANGANYIKA PRI SCHOOL",300,218,7,71,3,"Malombe"
"KITUI RURAL","015071035205901","MASAANI PRI SCHOOL",225,172,4,47,1,"Malombe"
"KITUI RURAL","015071035206001","KALIVINI PRI SCHOOL",205,169,7,25,3,"Malombe"
"KITUI RURAL","015071035206101","KILIKO PRI SCHOOL",284,202,10,65,0,"Malombe"
"KITUI RURAL","015071035206201","YATTA PRI SCHOOL",262,224,10,27,1,"Malombe"
"KITUI RURAL","015071035206202","YATTA PRI SCHOOL",265,219,6,37,2,"Malombe"
"KITUI RURAL","015071035206301","KWA KILUI PRI SCHOOL",410,288,28,34,0,"Malombe"
"KITUI RURAL","015071035206401","ILIKA PRI SCHOOL",291,271,3,17,0,"Malombe"
"KITUI RURAL","015071035206501","KATHEMBONI PRI SCHOOL",155,78,37,39,0,"Malombe"
"KITUI RURAL","015071035206601","MUVITHA PRI SCHOOL",266,248,11,5,1,"Malombe"
"KITUI RURAL","015071035206701","KAW'ONGO PRI SCHOOL",255,212,4,36,0,"Malombe"
"KITUI RURAL","015071035206801","KYAITHANI PRI SCHOOL",334,269,26,37,2,"Malombe"
"KITUI RURAL","015071035206901","NTHONGONI PRI SCHOOL",355,295,13,37,1,"Malombe"
"KITUI RURAL","015071035207001","MATULANI PRI SCHOOL",412,309,30,64,5,"Malombe"
"KITUI RURAL","015071035207101","IANI PRI SCHOOL",265,175,10,77,1,"Malombe"
"KITUI RURAL","015071035207201","MAMOLE PRIMARY SCHOOL",203,166,9,27,0,"Malombe"
"KITUI RURAL","015071035207301","NTHILANI PRI SCHOOL",201,186,2,10,1,"Malombe"
"KITUI RURAL","015071035207401","KATHOME ORI SCHOOL",325,273,3,49,0,"Malombe"
"KITUI RURAL","015071035207501","USENG'YO PRI SCHOOL",182,121,8,52,1,"Malombe"
"KITUI RURAL","015071035207601","MUKELENZUNI PRI SCHOOL",143,114,3,22,1,"Malombe"
"KITUI RURAL","015071035207701","MUSELELE TOWNSHIP PRI SCHOOL",342,226,17,98,1,"Malombe"
"KITUI RURAL","015071035207801","KYAINYA PRI SCHOOL",125,110,1,13,0,"Malombe"
"KITUI RURAL","015071035207901","NDUNGUNI PRI SCHOOL",169,139,9,20,1,"Malombe"
"KITUI RURAL","015071035208001","KAMANYI PRI SCHOOL",243,212,5,23,1,"Malombe"
"KITUI RURAL","015071035208101","KONZA PRI SCHOOL",106,82,3,19,0,"Malombe"
"KITUI RURAL","015071035208201","WAIVUMBU PRI SCHOOL",134,66,26,38,2,"Malombe"
"KITUI RURAL","015071035208301","KYOSINI PRI SCHOOL",195,159,2,33,1,"Malombe"
"KITUI RURAL","015071035208401","NGOVU PRI SCHOOL",101,96,1,3,0,"Malombe"
"KITUI RURAL","015071035208501","MUVYANI PRI SCHOOL",122,102,14,5,1,"Malombe"
"KITUI RURAL","015071035208601","NZEVE PRI SCHOOL",170,136,1,32,1,"Malombe"
"KITUI RURAL","015071035208701","KYAMUUNGI PRI SCHOOL",79,65,3,11,0,"Malombe"
"KITUI RURAL","015071035208801","KATOTHYA PRI SCHOOL",259,150,25,80,4,"Malombe"
"KITUI RURAL","015071035208901","MIKUYUNI PRI SCHOOL",105,60,3,42,0,"Malombe"
"KITUI RURAL","015071035209001","NGAKAANI PRI SCHOOL",149,127,1,20,1,"Malombe"
"KITUI RURAL","015071035209101","MAITO PRI SCHOOL",136,112,1,15,0,"Malombe"
"KITUI RURAL","015071035209201","KWAKILYA PRI SCHOOL",174,144,2,26,1,"Malombe"
"KITUI RURAL","015071035209301","MUSINI PRI SCHOOL",116,94,10,12,0,"Malombe"
"KITUI RURAL","015071035209401","ILOVI NURSERY",72,55,2,14,1,"Malombe"
"KITUI RURAL","015071035209501","KALIMA PRI SCHOOL",152,127,6,19,0,"Malombe"
"KITUI RURAL","015071035209601","KITUKUNI PRI SCHOOL",108,25,5,77,1,"Musila"
"KITUI RURAL","015071035209701","THOME PRI SCHOOL",111,88,3,17,3,"Malombe"
"KITUI RURAL","015071035209801","NGAMYONE PRI SCHOOL",176,132,9,31,4,"Malombe"
"KITUI RURAL","015071035209901","MANDU PRI SCHOOL",80,64,4,9,0,"Malombe"
"KITUI RURAL","015071035210001","KIVUNGA PRI SCHOOL",135,55,7,69,0,"Musila"
"KITUI RURAL","015071035210101","KAMOSI PRI SCHOOL",16,4,1,11,0,"Musila"
"KITUI RURAL","015071035210201","MUSINGI PRI SCHOOL",142,33,6,101,1,"Musila"
"KITUI RURAL","015071035210301","RURAL BORDER PATROL UNIT",83,16,8,57,2,"Musila"
"KITUI RURAL","015071035210401","KATOTENI CENRAL PRI SCHOOL",173,31,4,134,2,"Musila"
"KITUI RURAL","015071035210501","NYUMBANI VILLAGE",70,37,4,29,0,"Malombe"
"KITUI RURAL","015071035214401","NZEVENI PRIMARY SCHOOL",150,130,4,16,0,"Malombe"
"KITUI RURAL","015071035214501","KIIMANI PRIMARY SCHOOL",63,23,2,37,0,"Musila"
"KITUI RURAL","015071035310601","SYOMUNYU PRI SCHOOL",193,147,8,35,1,"Malombe"
"KITUI RURAL","015071035310701","KALULINI PRI SCHOOL",324,260,6,55,0,"Malombe"
"KITUI RURAL","015071035310801","MBEETWANI PRI SCHOOL",114,91,3,17,2,"Malombe"
"KITUI RURAL","015071035310901","SYOMAKANDA PRI SCHOOL",116,81,10,25,0,"Malombe"
"KITUI RURAL","015071035311001","NGOMONI PRI SCHOOL",365,301,14,45,2,"Malombe"
"KITUI RURAL","015071035311101","MANDONGOI PRI SCHOOL",225,179,11,32,1,"Malombe"
"KITUI RURAL","015071035311201","MASIMBA PRI SCHOOL",378,257,12,106,3,"Malombe"
"KITUI RURAL","015071035311301","KANYANGI PRI SCHOOL",281,232,8,39,0,"Malombe"
"KITUI RURAL","015071035311302","KANYANGI PRI SCHOOL",287,218,11,56,2,"Malombe"
"KITUI RURAL","015071035311303","KANYANGI PRI SCHOOL",308,256,8,40,0,"Malombe"
"KITUI RURAL","015071035311401","NZAMBIA PRI SCHOOL",262,220,7,35,0,"Malombe"
"KITUI RURAL","015071035311501","KANYONGONYO PRI SCHOOL",337,273,7,55,1,"Malombe"
"KITUI RURAL","015071035311601","KISAUNI PRI SCHOOL",203,174,9,19,1,"Malombe"
"KITUI RURAL","015071035311701","KILUMYA PRI SCHOOL",215,194,1,19,1,"Malombe"
"KITUI RURAL","015071035311801","YAMUNYU NURSERY SCHOOL",213,202,3,5,1,"Malombe"
"KITUI RURAL","015071035311901","KAVOO PRIMARY SCHOOL",208,176,6,22,2,"Malombe"
"KITUI RURAL","015071035312001","KITOONI PRI SCHOOL",248,202,6,37,2,"Malombe"
"KITUI RURAL","015071035312101","KILISA PRI SCHOOL",121,99,4,15,3,"Malombe"
"KITUI RURAL","015071035312201","MWAANI PRI SCHOOL",257,186,9,62,0,"Malombe"
"KITUI RURAL","015071035312301","ITULANI PRI SCHOOL",163,126,23,11,2,"Malombe"
"KITUI RURAL","015071035312401","KISAYANI PRI SCHOOL",323,217,17,79,3,"Malombe"
"KITUI RURAL","015071035312501","MATU PRI SCHOOL",154,128,8,17,0,"Malombe"
"KITUI RURAL","015071035312601","KANGALA PRI SCHOOL",100,56,7,36,0,"Malombe"
"KITUI RURAL","015071035312701","KAONDU PRI SCHOOL",102,88,3,11,0,"Malombe"
"KITUI RURAL","015071035312801","KINYAAU PRI SCHOOL",155,113,4,33,2,"Malombe"
"KITUI RURAL","015071035312901","KYOANI PRI SCHOOL",158,131,3,22,2,"Malombe"
"KITUI RURAL","015071035313001","KYUNDUANI PRI SCHOOL",102,74,0,28,0,"Malombe"
"KITUI RURAL","015071035313101","MWANGENI PRI SCHOOL",94,86,0,7,1,"Malombe"
"KITUI RURAL","015071035313201","KWA KITUNG'U PRI SCHOOL",75,58,3,14,0,"Malombe"
"KITUI RURAL","015071035313301","KITHIIANI PRI SCHOOL",151,134,4,11,1,"Malombe"
"KITUI RURAL","015071035313401","HON. MUTISYA PRI SCHOOL",94,55,4,34,0,"Malombe"
"KITUI RURAL","015071035313501","MUMBE PRI SCHOOL",74,59,0,14,0,"Malombe"
"KITUI RURAL","015071035313601","VONDENI MARKET",95,73,6,14,1,"Malombe"
"KITUI RURAL","015071035313701","KAVUMBUNI MARKET",182,141,4,34,1,"Malombe"
"KITUI RURAL","015071035314601","KAVONGE PRIMARY SCHOOL",21,20,0,1,0,"Malombe"
"KITUI RURAL","015071035314701","NDOKEANI PRIMARY SCHOOL",37,28,0,8,0,"Malombe"
"KITUI CENTRAL","15072035400101","MAKAANI PRIMARY SCHOOL",220,123,1,94,0,"Malombe"
"KITUI CENTRAL","15072035400201","MUTULU PRIMARY SCHOOL",405,331,6,65,3,"Malombe"
"KITUI CENTRAL","15072035400301","MIAMBANI PRIMARY SCHOOL",350,205,50,88,1,"Malombe"
"KITUI CENTRAL","15072035400401","MUKUKU PRIMARY SCHOOL",334,158,19,151,4,"Malombe"
"KITUI CENTRAL","15072035400501","MUTUKYA PRIMARY SCHOOL",266,218,13,30,3,"Malombe"
"KITUI CENTRAL","15072035400502","MUTUKYA PRIMARY SCHOOL",272,218,9,44,1,"Malombe"
"KITUI CENTRAL","15072035400601","MWANYANI PRIMARY SCHOOL",229,194,5,25,1,"Malombe"
"KITUI CENTRAL","15072035400701","KAMANDIO PRIMARY SCHOOL",313,129,1,182,0,"Musila"
"KITUI CENTRAL","15072035400801","MIKUYUNI PRIMARY SCHOOL",226,123,4,96,1,"Malombe"
"KITUI CENTRAL","15072035400901","KIVIU PRIMARY SCHOOL",381,157,4,212,5,"Musila"
"KITUI CENTRAL","15072035401001","VINDA PRIMARY SCHOOL",251,149,17,82,0,"Malombe"
"KITUI CENTRAL","15072035401101","KATISAA PRIMARY SCHOOL",216,61,4,148,0,"Musila"
"KITUI CENTRAL","15072035401201","NDITHINI PRIMARY SCHHOOL",147,108,17,20,1,"Malombe"
"KITUI CENTRAL","15072035401301","KILINGILE PRIMARY SCHOOL",147,108,2,37,0,"Malombe"
"KITUI CENTRAL","15072035401401","KAKULUNGA PRIMARY SCHOOL",262,225,4,33,0,"Malombe"
"KITUI CENTRAL","15072035401501","KAVALO PRIMARY SCH.",273,232,6,31,0,"Malombe"
"KITUI CENTRAL","15072035401601","KAVUTI PRIMARY SCH.",204,89,5,109,1,"Musila"
"KITUI CENTRAL","15072035401701","USIANI PRIMARY SCH.",224,149,7,68,0,"Malombe"
"KITUI CENTRAL","15072035401801","USIANI SECONDARY SCH.",172,82,1,86,2,"Musila"
"KITUI CENTRAL","15072035401901","MWATUNI PRIMARY SCH.",131,60,4,63,1,"Musila"
"KITUI CENTRAL","15072035402001","MUTULA PRIMARY SCH.",440,363,23,47,3,"Malombe"
"KITUI CENTRAL","15072035402101","KATHUMULA SECONDARY SCHOOL",165,76,3,84,1,"Musila"
"KITUI CENTRAL","15072035402201","ST.MARYS SECONDARY SCHOOL-MIAMBANI",259,138,66,54,1,"Malombe"
"KITUI CENTRAL","15072035402301","AIC NDITHINI PRIMARY SCHOOL",15,10,3,2,0,"Malombe"
"KITUI CENTRAL","15072035402401","KITULA PRIMARY SCHOOL",153,51,3,96,3,"Musila"
"KITUI CENTRAL","15072035402501","KING'OINI PRIMARY SCHOOL",253,107,0,145,1,"Musila"
"KITUI CENTRAL","15072035402601","KILUILU PRIMARY SCHOOL",87,37,4,43,3,"Musila"
"KITUI CENTRAL","15072035402701","NZAAYA PRIMARY SCHOOL",181,65,3,110,2,"Musila"
"KITUI CENTRAL","15072035402801","NDIANI PRIMARY SCHOOL",187,59,2,125,0,"Musila"
"KITUI CENTRAL","15072035402901","KANZAU PRIMARY SCHOOL",218,94,2,121,0,"Musila"
"KITUI CENTRAL","15072035403001","KAVUVUU PRIMARY SCHOOL",132,108,4,20,0,"Malombe"
"KITUI CENTRAL","15072035403101","NZUNE PRIMARY SCHOOL",127,43,0,84,0,"Musila"
"KITUI CENTRAL","15072035403201","ULONZO PRIMARY SCHOOL",146,47,4,95,0,"Musila"
"KITUI CENTRAL","15072035403301","KILUMA PRIMARY SCH.",98,20,0,77,0,"Musila"
"KITUI CENTRAL","15072035415401","NGEVENI PRIMARY",95,40,1,53,0,"Musila"
"KITUI CENTRAL","15072035503401","MUTENDEA PRIMARY SCHOOL",115,90,5,18,1,"Malombe"
"KITUI CENTRAL","15072035503501","KATYETHOKA PRIMARY SCHOOL",228,185,13,23,2,"Malombe"
"KITUI CENTRAL","15072035503502","KATYETHOKA PRIMARY SCHOOL",211,173,12,23,1,"Malombe"
"KITUI CENTRAL","15072035503601","KAVETA PRIMARY SCHOOL",291,219,32,37,2,"Malombe"
"KITUI CENTRAL","15072035503602","KAVETA PRIMARY SCHOOL",291,236,17,36,0,"Malombe"
"KITUI CENTRAL","15072035503701","SYONGILA YOUTH POLYTECHNIC",268,225,9,29,2,"Malombe"
"KITUI CENTRAL","15072035503702","SYONGILA YOUTH POLYTECHNIC",285,241,13,26,3,"Malombe"
"KITUI CENTRAL","15072035503801","GK PRISONS",150,106,13,28,2,"Malombe"
"KITUI CENTRAL","15072035503802","GK PRISONS",140,101,11,26,1,"Malombe"
"KITUI CENTRAL","15072035503901","NGIINI PRIMARY SCHOOL",257,224,11,21,0,"Malombe"
"KITUI CENTRAL","15072035503902","NGIINI PRIMARY SCHOOL",261,212,16,28,2,"Malombe"
"KITUI CENTRAL","15072035504001","KITUI SCHOOL FOR DEAF",273,190,20,57,2,"Malombe"
"KITUI CENTRAL","15072035504002","KITUI SCHOOL FOR DEAF",314,215,28,67,1,"Malombe"
"KITUI CENTRAL","15072035504101","MAJENGO NURSERY SCHOOL",269,205,26,30,3,"Malombe"
"KITUI CENTRAL","15072035504102","MAJENGO NURSERY SCHOOL",249,183,21,43,0,"Malombe"
"KITUI CENTRAL","15072035504201","KITUI BOYS SECONDARY SCHOOL",158,116,15,26,1,"Malombe"
"KITUI CENTRAL","15072035504301","MANYENYONI PRIMARY SCHOOL",199,177,6,15,1,"Malombe"
"KITUI CENTRAL","15072035504401","CENTRAL PRIMARY SCHOOL",304,231,25,48,0,"Malombe"
"KITUI CENTRAL","15072035504402","CENTRAL PRIMARY SCHOOL",293,233,23,35,2,"Malombe"
"KITUI CENTRAL","15072035504403","CENTRAL PRIMARY SCHOOL",299,232,20,46,1,"Malombe"
"KITUI CENTRAL","15072035504404","CENTRAL PRIMARY SCHOOL",316,233,27,51,1,"Malombe"
"KITUI CENTRAL","15072035504405","CENTRAL PRIMARY SCHOOL",284,199,24,58,0,"Malombe"
"KITUI CENTRAL","15072035504406","CENTRAL PRIMARY SCHOOL",302,228,26,45,1,"Malombe"
"KITUI CENTRAL","15072035504407","CENTRAL PRIMARY SCHOOL",288,206,25,51,2,"Malombe"
"KITUI CENTRAL","15072035504501","MUSLIM PRIMARY SCHOOL",316,228,27,54,2,"Malombe"
"KITUI CENTRAL","15072035504502","MUSLIM PRIMARY SCHOOL",314,236,20,57,0,"Malombe"
"KITUI CENTRAL","15072035504503","MUSLIM PRIMARY SCHOOL",311,217,27,63,3,"Malombe"
"KITUI CENTRAL","15072035504601","KATYETHOKA SECONDARY SCHOOL",139,110,8,17,2,"Malombe"
"KITUI CENTRAL","15072035504701","MUTENDEA MIXED SECONDARY SCHOOL",36,31,3,2,0,"Malombe"
"KITUI CENTRAL","15072035504801","KITUI REGIONAL RESEARCH CENTRE",136,101,12,21,2,"Malombe"
"KITUI CENTRAL","15072035504901","KITUI SCHOOL FOR MENTALLY HANDICAPPED",291,229,21,40,0,"Malombe"
"KITUI CENTRAL","15072035505001","ACK ST.LUKES CENTRAL",109,68,10,29,0,"Malombe"
"KITUI CENTRAL","15072035505101","JUAKALI SHEDS",314,233,26,49,4,"Malombe"
"KITUI CENTRAL","15072035505102","JUAKALI SHEDS",318,223,23,58,2,"Malombe"
"KITUI CENTRAL","15072035505201","IQRA NURSERY SCHOOL",242,168,28,40,2,"Malombe"
"KITUI CENTRAL","15072035505301","MAENDELEO YA WANAWAKE",335,258,26,48,3,"Malombe"
"KITUI CENTRAL","15072035505401","KITUI MEDICAL TRAINING COLLEGE",168,127,8,29,2,"Malombe"
"KITUI CENTRAL","15072035505402","KITUI MEDICAL TRAINING COLLEGE",161,120,10,28,0,"Malombe"
"KITUI CENTRAL","15072035505501","MUSLIM SECONDARY SCHOOL",286,198,28,56,2,"Malombe"
"KITUI CENTRAL","15072035505601","KITUI  TEACHERS TRAINING COLLEGE",108,83,9,16,0,"Malombe"
"KITUI CENTRAL","15072035505701","GK PRISONS WORKSHOP HALL",100,79,10,9,0,"Malombe"
"KITUI CENTRAL","15072035515501","KALUNDU MARKET",175,120,13,41,0,"Malombe"
"KITUI CENTRAL","15072035605801","KAKUUNI PRIMARY SCHOOL",310,284,7,10,5,"Malombe"
"KITUI CENTRAL","15072035605901","KAVUTA PRIMARY SCHOOL",323,298,17,6,0,"Malombe"
"KITUI CENTRAL","15072035606001","MBUSYANI PRIMARY SCHOOL",428,405,6,17,0,"Malombe"
"KITUI CENTRAL","15072035606101","KWA IKOLANYA PRIMARY SCHOOL",205,179,2,20,1,"Malombe"
"KITUI CENTRAL","15072035606201","ITHOOKWE PRIMARY SCHOOL",291,213,10,66,2,"Malombe"
"KITUI CENTRAL","15072035606202","ITHOOKWE PRIMARY SCHOOL",298,213,12,68,4,"Malombe"
"KITUI CENTRAL","15072035606203","ITHOOKWE PRIMARY SCHOOL",306,205,21,74,5,"Malombe"
"KITUI CENTRAL","15072035606301","KWA MAINGI PRIMARY SCHOOL",171,156,3,12,0,"Malombe"
"KITUI CENTRAL","15072035606401","ILOOI PRIMARY SCHOOL",255,187,12,50,3,"Malombe"
"KITUI CENTRAL","15072035606501","UNYAA PRIMARY SCHOOL",318,267,13,31,2,"Malombe"
"KITUI CENTRAL","15072035606502","UNYAA PRIMARY SCHOOL",299,253,11,31,2,"Malombe"
"KITUI CENTRAL","15072035606601","KWA KUNUVWA PRIMARY SCHOOL",394,285,47,10,1,"Malombe"
"KITUI CENTRAL","15072035606701","NDUMONI PRIMARY SCHOOL",231,160,11,27,1,"Malombe"
"KITUI CENTRAL","15072035606702","NDUMONI PRIMARY SCHOOL",228,174,17,31,4,"Malombe"
"KITUI CENTRAL","15072035606801","ITHIANI PRIMARY SCHOOL",472,435,16,19,1,"Malombe"
"KITUI CENTRAL","15072035606901","TIVA PRIMARY SCHOOL",239,196,23,15,2,"Malombe"
"KITUI CENTRAL","15072035607001","IMALE PRIMARY SCHOOL",120,102,13,4,0,"Malombe"
"KITUI CENTRAL","15072035607101","MANGINA PRIMARY SCHOOL",258,245,1,12,0,"Malombe"
"KITUI CENTRAL","15072035607201","ISEVINI PRIMARY SCHOOL",125,110,2,13,0,"Malombe"
"KITUI CENTRAL","15072035607301","KISYOKA PRIMARY SCHOOL",179,154,6,16,3,"Malombe"
"KITUI CENTRAL","15072035607401","KALIAKAKYA PRIMARY SCHOOL",414,399,2,9,0,"Malombe"
"KITUI CENTRAL","15072035607501","KWA-MUKASA PRIMARY SCHOOL",279,268,3,6,1,"Malombe"
"KITUI CENTRAL","15072035607601","ITOLEKA SECONDARY",375,343,7,23,1,"Malombe"
"KITUI CENTRAL","15072035607701","ITHIMANI PRIMARY SCHOOL",217,213,2,2,0,"Malombe"
"KITUI CENTRAL","15072035607801","MULUTU PRIMARY SCHOOL",376,338,10,25,1,"Malombe"
"KITUI CENTRAL","15072035607802","MULUTU PRIMARY SCHOOL",344,311,7,24,0,"Malombe"
"KITUI CENTRAL","15072035607803","MULUTU PRIMARY SCHOOL",339,312,2,21,0,"Malombe"
"KITUI CENTRAL","15072035607901","KALIKUVU PRIMARY SCHOOL",157,129,6,20,2,"Malombe"
"KITUI CENTRAL","15072035608001","MALUNGU PRIMARY SCHOOL",146,128,3,10,2,"Malombe"
"KITUI CENTRAL","15072035608101","ISAANGWA PRIMARY SCHOOL",250,195,21,29,4,"Malombe"
"KITUI CENTRAL","15072035608201","KANGOSE PRIMARY SCHOOL",86,81,2,3,0,"Malombe"
"KITUI CENTRAL","15072035608301","KALIMENZA PRIMARY SCHOOL",179,168,7,4,0,"Malombe"
"KITUI CENTRAL","15072035608401","ITOLEKA COMMUNITY RESOURCE CENTRE",228,206,1,20,0,"Malombe"
"KITUI CENTRAL","15072035608501","ITHIANI YOUTH POLYTECHNIC",249,237,3,9,0,"Malombe"
"KITUI CENTRAL","15072035608601","TIVA SECONDARY SCHOOL",190,174,6,8,2,"Malombe"
"KITUI CENTRAL","15072035608701","NG'OLENI PRIMARY SCHOOL",184,170,7,7,0,"Malombe"
"KITUI CENTRAL","15072035608801","KWODEP-COMMUNITY HALL",129,122,2,3,0,"Malombe"
"KITUI CENTRAL","15072035615501","MASOKA MARKET",135,109,7,14,2,"Malombe"
"KITUI CENTRAL","15072035616001","MAVIANI PRIMARY SCHOOL",85,66,8,8,1,"Malombe"
"KITUI CENTRAL","15072035616101","IVOVOA PRIMARY SCHOOL",133,116,3,11,3,"Malombe"
"KITUI CENTRAL","15072035616201","SOOMA PRIMARY SCHOOL",82,78,0,4,0,"Malombe"
"KITUI CENTRAL","15072035708901","NDETANI PRIMARY SCHOOL",199,173,6,19,0,"Malombe"
"KITUI CENTRAL","15072035709001","YAKALIA PRIMARY SCHOOL",220,185,5,24,5,"Malombe"
"KITUI CENTRAL","15072035709002","YAKALIA PRIMARY SCHOOL",220,186,6,19,5,"Malombe"
"KITUI CENTRAL","15072035709101","MITHONGO PRIMARY SCHOOL",168,144,4,20,0,"Malombe"
"KITUI CENTRAL","15072035709201","YUMBISYE SECONDARY SCHOOL",289,234,25,28,2,"Malombe"
"KITUI CENTRAL","15072035709202","YUMBISYE SECONDARY SCHOOL",253,210,9,33,0,"Malombe"
"KITUI CENTRAL","15072035709301","YUMBISYE PRIMARY SCHOOL",222,189,6,22,3,"Malombe"
"KITUI CENTRAL","15072035709401","KANGALU PRIMARY",358,289,9,54,2,"Malombe"
"KITUI CENTRAL","15072035709501","KYAMBITI PRIMARY SCHOOL",223,153,16,42,0,"Malombe"
"KITUI CENTRAL","15072035709502","KYAMBITI PRIMARY SCHOOL",233,169,16,44,3,"Malombe"
"KITUI CENTRAL","15072035709601","KAUMBA PRIMARY SCHOOL",373,272,34,64,1,"Malombe"
"KITUI CENTRAL","15072035709701","KAVISI PRIMARY SCHOOL",128,113,6,7,2,"Malombe"
"KITUI CENTRAL","15072035709801","KITUNDU PRIMARY SCHOOL",202,131,10,59,2,"Malombe"
"KITUI CENTRAL","15072035709901","MANOONI PRIMARY SCHOOL",95,72,2,20,1,"Malombe"
"KITUI CENTRAL","15072035710001","WII PRIMARY SCHOOL",224,197,7,20,0,"Malombe"
"KITUI CENTRAL","15072035710002","WII PRIMARY SCHOOL",219,194,9,15,0,"Malombe"
"KITUI CENTRAL","15072035710101","ACK KAVOKO PRIMARY SCHOOL",345,286,16,38,5,"Malombe"
"KITUI CENTRAL","15072035710201","KYANGUNGA PRIMARY SCHOOL",297,226,13,55,2,"Malombe"
"KITUI CENTRAL","15072035710202","KYANGUNGA PRIMARY SCHOOL",288,225,5,54,1,"Malombe"
"KITUI CENTRAL","15072035710301","MULANGO PRIMARY SCHOOL",276,198,15,32,1,"Malombe"
"KITUI CENTRAL","15072035710401","KATHUNGU PRIMARY SCHOOL",214,182,8,21,2,"Malombe"
"KITUI CENTRAL","15072035710501","KATULANI PRIMARY SCHOOL",205,169,9,24,2,"Malombe"
"KITUI CENTRAL","15072035710601","KIKUMINI PRIMARY SCHOOL",210,191,3,14,1,"Malombe"
